,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value
1378,2639,Ellertsson Mikael,MD,6.0,6.0,4.64,4.67,4.64,11,3,11,0.45,0.29,0.45,0,0,0,0.09,0.0,0.09,163,44,163,14.82,14.67,14.82,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333,63.0,2.0,2.0,41.67,6.0,0.0,0.0,0.0,4.666666666666667,4.5,4.5,5.0,4.5,0.0,0.0,0.0,4.5,3.5,4.5,5.0,5.0,4.5,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,8.51,2.51,3645.0,Chukwuemeka Carney,MO,6.0,6.0,5.13,0.0,5.03,8.0,0.0,15.0,0.35,0.0,0.3,0.0,0.0,0.0,0.13,0.0,0.13,196.0,0.0,369.0,24.5,0.0,24.6,0.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8553,138.0,4.0,4.0,48.0,1.0,0.0,0.0,0.0,5.25,5.25,0.0,0.0,5.0,5.5,5.5,5.0,0.0,0.0,0.0,0.0,4.5,5.5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,4.0,7.06963194926127,1.0696319492612698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,2640,Donati Giulio,DL,7.0,0.0,4.63,0.0,4.63,4,0,4,0.25,0.0,0.25,0,0,0,0.5,0.0,0.5,212,0,212,53.0,0.0,53.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8326,183.0,4.0,1.0,57.14,2.0,0.0,0.0,0.0,4.5,4.625,0.0,4.5,0.0,4.5,0.0,4.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,7.0,0.0,3653.0,Elyounoussi Mohamed,MO,13.0,17.0,5.1,0.0,5.04,20.0,0.0,36.0,0.79,0.0,0.91,0.0,0.0,2.0,0.85,0.0,0.83,1404.0,0.0,2542.0,70.2,0.0,70.61,0.0,1271.0,6.0,1000.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,0.6897,663.0,11.0,16.0,42.2,24.0,0.0,0.0,5.0,4.666666666666667,4.666666666666667,0.0,4.5,4.5,5.0,4.0,5.5,5.0,4.0,4.5,5.0,6.0,6.0,6.5,5.0,5.0,4.5,0.0,5.0,7.0,5.0,5.5,4.5,0.0,3.5,4.5,4.5,5.0,0.0,6.0,3.0,5.5,4.0,6.0,4.0,5.0,5.5,6.0,7.0,3.0,9.0,12.954194431917143,-0.04580556808285685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,2641,Lochoshvili Luka,DC,9.0,10.0,4.63,4.0,4.63,12,1,12,0.96,0.0,0.96,0,0,0,1.0,1.0,1.0,970,78,970,80.83,78.0,80.83,0.0,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.8147,572.0,14.0,7.0,60.92,18.0,0.0,0.0,0.0,4.666666666666667,4.5,4.0,0.0,4.0,6.0,5.5,5.0,3.0,5.0,3.0,5.0,5.0,4.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,9.0,0.0,3655.0,Doucouré Abdoulaye,MO,8.0,11.0,5.09,0.0,5.02,11.0,0.0,27.0,0.44,0.0,0.53,0.0,0.0,0.0,0.27,0.0,0.67,313.0,0.0,1591.0,28.45,0.0,58.93,0.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6579,179.0,2.0,5.0,48.28,3.0,0.0,0.0,5.0,6.0,5.166666666666667,0.0,6.0,0.0,0.0,5.5,5.0,5.0,5.0,4.5,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,4.5,5.5,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,4.5,3.5,4.5,0.0,0.0,0.0,1.0,6.0,9.961518985488114,1.961518985488114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,2642,Caldara Mattia,DC,9.0,9.0,4.61,5.0,4.84,9,3,25,0.82,0.5,0.81,0,0,0,0.67,0.67,0.88,598,213,2038,66.44,71.0,81.52,0.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7955,390.0,11.0,6.0,50.0,8.0,0.0,0.0,0.0,5.0,4.583333333333333,5.0,5.5,4.5,0.0,0.0,4.0,0.0,3.5,5.0,0.0,0.0,0.0,4.0,4.0,6.0,5.5,6.5,4.5,4.5,0.0,5.0,0.0,5.5,3.5,0.0,0.0,0.0,6.0,5.0,5.0,4.5,5.5,0.0,5.0,3.5,5.5,0.0,4.5,3,6,9.0,0.0,3656.0,Cairney Tom,MO,12.0,12.0,5.09,0.0,5.09,22.0,0.0,22.0,0.33,0.0,0.33,0.0,0.0,0.0,0.05,0.0,0.05,454.0,0.0,454.0,20.64,0.0,20.64,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.8049,488.0,2.0,4.0,58.82,3.0,0.0,0.0,5.0,4.833333333333333,5.055555555555555,0.0,4.5,5.0,5.0,5.5,5.0,5.5,5.0,5.0,5.0,5.0,5.0,5.0,4.5,6.0,5.0,5.0,5.5,5.0,5.0,5.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,10.616311801925423,-1.3836881980745765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,2643,Bereszynski Bartosz,DL,9.0,11.0,4.61,4.58,4.8,14,12,35,0.66,0.7,0.87,0,0,0,1.0,1.0,1.0,1112,964,2904,79.43,80.33,82.97,0.0,0.0,0.0,1000.0,2.5,0.0,0.0,0.0,0.0,0.0,5.0,0.7337,765.0,18.0,17.0,56.12,12.0,0.0,0.0,5.5,4.25,4.55,5.0,4.5,3.5,4.0,6.0,5.0,5.0,3.5,4.5,4.5,4.5,5.0,0.0,5.0,4.5,4.5,6.5,4.0,5.0,5.0,3.5,4.0,4.5,6.0,4.5,4.0,0.0,6.5,6.0,5.5,5.0,4.5,0.0,6.0,4.5,5.0,6.0,3.0,4,10,9.0,0.0,3658.0,Ziyech Hakim,MO,9.0,11.0,5.08,5.33,5.28,12.0,6.0,25.0,0.7,0.88,0.95,0.0,0.0,3.0,0.42,0.67,0.52,507.0,349.0,1273.0,42.25,58.17,50.92,0.0,424.0,6.0,1000.0,1.5,0.0,0.0,0.0,1.0,4.0,5.0,0.6846,417.0,4.0,10.0,51.25,8.0,0.0,0.0,5.0,5.375,5.3125,5.0,4.5,5.0,7.0,5.0,5.5,0.0,5.5,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,4.5,0.0,4.5,0.0,4.5,0.0,0.0,5.0,0.0,0.0,5.0,4.5,6.0,5.5,4.0,0.0,5.0,0.0,6.0,6.0,4.5,7.0,4.0,8.0,11.30346347371992,2.303463473719921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,2644,De Silvestri Lorenzo,DL,7.0,0.0,4.61,0.0,4.5,9,0,24,0.6,0.0,0.66,0,0,0,0.56,0.0,0.71,517,0,1545,57.44,0.0,64.38,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6368,314.0,2.0,2.0,47.22,4.0,0.0,0.0,5.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,5.0,4.5,4.5,5.0,5.0,4.0,4.5,0.0,5.5,3.5,6.0,3.0,4.0,5.0,4.0,0.0,0.0,0.0,4.0,4.5,4.5,4.0,4.0,0.0,5.0,0.0,0.0,0.0,4.5,5.0,0.0,0.0,4.0,0,5,7.0,0.0,3661.0,Wilson Harry,MO,8.0,10.0,5.07,5.0,5.07,14.0,5.0,14.0,0.39,0.35,0.39,0.0,0.0,0.0,0.21,0.0,0.21,346.0,48.0,346.0,24.71,9.6,24.71,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7535,218.0,1.0,6.0,53.85,5.0,0.0,0.0,0.0,5.0,5.111111111111111,4.5,5.5,5.0,5.0,5.0,0.0,5.0,5.0,6.0,5.0,5.5,5.0,5.0,4.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,9.858450337847156,1.858450337847156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,2646,Sambia Junior,MD,4.0,0.0,4.6,0.0,4.93,5,0,21,0.42,0.0,0.75,0,0,1,0.0,0.0,0.33,50,0,768,10.0,0.0,36.57,0.0,768.0,7.5,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333,34.0,1.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,4.833333333333333,0.0,0.0,0.0,0.0,0.0,4.5,5.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,4.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,4.5,4.5,4.5,6.0,4.5,0.0,5.0,4.5,0.0,5.5,7.5,5.0,5.0,0,3,4.64,0.6399999999999997,3668.0,Damsgaard Mikkel,MO,7.0,15.0,5.05,0.0,5.1,11.0,0.0,15.0,0.47,0.0,0.43,0.0,0.0,0.0,0.09,0.0,0.07,276.0,0.0,337.0,25.09,0.0,22.47,0.0,0.0,0.0,1000.0,0.5,0.0,0.0,0.0,0.0,2.0,1.0,0.7971,175.0,2.0,7.0,40.48,5.0,0.0,0.0,5.5,4.75,5.0,0.0,5.0,0.0,4.5,0.0,0.0,0.0,0.0,5.5,5.0,5.5,0.0,0.0,4.0,5.5,5.0,0.0,5.0,5.5,5.0,0.0,0.0,0.0,5.5,5.0,5.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.45281791605026,-1.5471820839497399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,2648,Vásquez Johan,DC,8.0,0.0,4.57,0.0,4.65,7,0,27,0.79,0.0,0.74,0,0,0,0.43,0.0,0.81,355,0,1916,50.71,0.0,70.96,0.0,0.0,0.0,1000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.679,201.0,6.0,6.0,44.68,10.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.5,0.0,0.0,4.5,0.0,0.0,4.5,4.5,0.0,3.0,5.5,0.0,0.0,3.5,5.5,4.5,3.5,4.5,5.5,4.5,5.0,5.0,4.0,4.5,5.0,5.0,0.0,0.0,5.5,6.0,3.5,5.0,4.0,2,4,8.0,0.0,3669.0,Anderson Elliot,MO,5.0,0.0,5.05,4.75,5.05,10.0,2.0,10.0,0.28,0.35,0.28,0.0,0.0,0.0,0.0,0.0,0.0,112.0,15.0,112.0,11.2,7.5,11.2,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.5579,118.0,2.0,3.0,51.35,2.0,0.0,0.0,5.0,4.75,4.875,4.5,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,5.5,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.580956055421556,2.580956055421556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,2649,Ferrari Alex,DC,10.0,10.0,4.54,4.75,4.75,12,4,30,0.66,0.29,0.97,0,0,1,0.83,0.75,0.87,867,266,2254,72.25,66.5,75.13,0.0,2254.0,7.5,1000.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.8443,575.0,19.0,5.0,52.63,12.0,0.0,0.0,6.5,4.75,4.642857142857143,5.0,5.0,4.5,4.5,0.0,4.0,0.0,0.0,4.0,5.5,4.5,5.0,3.0,5.0,4.5,3.5,7.5,5.0,4.5,5.5,4.5,5.0,5.0,5.0,0.0,4.5,0.0,6.0,0.0,6.5,5.0,4.0,5.0,3.0,5.5,0.0,0.0,3.0,4,7,10.0,0.0,3679.0,Stanislas Junior,MO,1.0,0.0,5.0,0.0,5.0,4.0,0.0,4.0,0.41,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,58.0,14.5,0.0,14.5,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5166,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.048331923786092,1.0483319237860922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,2650,Nikolaou Dimitrios,DC,9.0,9.0,4.54,5.0,4.66,14,2,35,0.84,0.0,1.01,0,0,0,0.93,0.5,0.97,1149,98,3039,82.07,49.0,86.83,0.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.7507,772.0,12.0,10.0,57.14,8.0,0.0,0.0,3.5,4.666666666666667,4.388888888888889,5.0,5.0,0.0,4.0,4.5,4.5,3.0,3.0,5.5,5.0,5.0,5.0,5.0,3.5,5.5,3.5,4.5,3.5,3.0,3.5,4.0,5.5,6.0,3.5,5.5,5.0,6.5,4.0,4.5,0.0,6.0,4.5,0.0,4.5,7.0,4.5,6.0,4.5,3,9,9.0,0.0,3686.0,Fraser Ryan,MO,1.0,3.0,5.0,0.0,5.19,8.0,0.0,21.0,0.27,0.0,0.98,0.0,0.0,2.0,0.38,0.0,0.67,311.0,0.0,1181.0,38.88,0.0,56.24,0.0,591.0,7.0,1000.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.7314,159.0,0.0,2.0,61.9,3.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,4.5,5.5,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,4.5,3.5,0.0,5.0,7.0,7.5,4.5,5.0,7.5,0.0,0.0,3.3703517673908188,2.3703517673908188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,2652,Marlon Santos,DC,9.0,0.0,4.5,5.0,4.5,11,4,11,1.02,0.91,1.02,0,0,0,0.91,0.75,0.91,825,275,825,75.0,68.75,75.0,0.0,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9272,627.0,9.0,7.0,57.58,11.0,0.0,0.0,0.0,5.0,5.071428571428571,6.0,4.5,5.5,4.0,0.0,5.0,0.0,0.0,5.5,5.0,3.5,3.0,0.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,9.0,0.0,3693.0,Smith Rowe Emile,MO,4.0,5.0,5.0,0.0,5.08,5.0,0.0,20.0,0.35,0.0,0.63,0.0,0.0,2.0,0.0,0.0,0.4,48.0,0.0,763.0,9.6,0.0,38.15,0.0,382.0,6.5,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7381,32.0,0.0,1.0,33.33,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,0.0,5.5,5.0,0.0,0.0,4.5,5.0,5.0,5.0,5.5,5.0,3.5,5.0,5.0,0.0,5.0,6.5,6.5,5.0,1.0,1.0,3.4095328426661204,-0.5904671573338796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,2653,Murillo Jeison,DC,8.0,0.0,4.5,4.5,4.47,9,3,16,0.97,0.87,0.87,0,0,0,0.78,0.67,0.5,638,204,842,70.89,68.0,52.63,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8301,433.0,5.0,8.0,64.63,8.0,0.0,0.0,0.0,4.5,4.428571428571429,5.0,3.5,5.0,0.0,0.0,0.0,6.0,3.5,3.0,5.0,0.0,5.0,0.0,0.0,4.5,5.5,0.0,3.5,0.0,0.0,0.0,5.0,0.0,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.5,3,7,8.24,0.2400000000000002,3697.0,Traorè Hamed,MO,8.0,9.0,5.0,5.0,5.38,2.0,2.0,26.0,0.0,0.0,1.17,0.0,0.0,6.0,1.0,1.0,0.73,151.0,151.0,1633.0,75.5,75.5,62.81,0.0,272.0,6.0,1000.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.6899,93.0,1.0,3.0,40.91,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,5.0,0.0,4.5,4.0,8.0,6.5,5.5,7.0,0.0,6.0,7.0,7.0,5.5,2.0,2.0,9.218387008534167,1.218387008534167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,2657,Igor Julio,DC,8.0,12.0,4.5,4.67,4.97,10,3,31,0.62,0.58,1.01,0,0,0,0.8,0.67,0.81,723,225,2386,72.3,75.0,76.97,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8886,603.0,9.0,5.0,52.54,12.0,0.0,0.0,0.0,4.666666666666667,4.357142857142857,4.0,5.0,5.0,0.0,0.0,4.5,4.5,4.5,0.0,3.0,5.0,4.5,5.0,0.0,0.0,6.0,3.0,7.0,5.5,3.0,6.0,5.5,6.0,4.5,6.0,6.0,4.0,6.0,5.5,0.0,6.0,6.0,3.5,4.5,5.0,5.0,5.0,0.0,3,7,8.0,0.0,3698.0,Pedro Neto,MO,3.0,8.0,5.0,0.0,4.88,8.0,0.0,21.0,0.76,0.0,0.69,0.0,0.0,1.0,1.0,0.0,0.62,606.0,0.0,1070.0,75.75,0.0,50.95,0.0,1070.0,6.5,1000.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.8525,351.0,3.0,6.0,38.57,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,5.0,5.0,4.0,5.0,6.0,6.0,6.5,5.0,5.0,5.0,4.5,4.5,4.5,4.0,0.0,0.0,4.5,4.5,5.0,0.0,0.0,0.0,0.0,1.2528915834735936,-1.7471084165264064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,2658,Ghiglione Paolo,DL,6.0,0.0,4.5,0.0,4.2,5,0,10,0.87,0.0,0.71,0,0,0,1.0,0.0,0.9,380,0,732,76.0,0.0,73.2,0.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6106,186.0,3.0,3.0,32.26,5.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.0,3.5,4.0,1,1,6.0,0.0,3700.0,Danjuma Arnaut,A,10.0,21.0,5.0,5.0,4.93,1.0,1.0,22.0,0.0,0.0,1.15,0.0,0.0,7.0,0.0,0.0,0.59,11.0,11.0,1167.0,11.0,11.0,53.05,0.0,167.0,7.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,16.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,4.5,4.0,5.0,4.0,6.5,8.0,4.0,1.0,1.0,9.11728780441658,-0.8827121955834194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,2659,Conti Andrea,DL,1.0,0.0,4.5,0.0,4.88,1,0,8,0.0,0.0,0.58,0,0,1,0.0,0.0,0.13,22,0,172,22.0,0.0,21.5,0.0,172.0,6.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,13.0,0.0,0.0,50.0,0.0,0.0,0.0,6.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.5,4.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0,1,2.31,1.31,3702.0,Palmer Cole,MO,5.0,5.0,5.0,0.0,5.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,111.0,12.33,0.0,12.33,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9077,104.0,1.0,1.0,63.16,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.9923976805448875,0.9923976805448875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
